Timestamp (UTC),OrbitPhase (%),Sunlight (0 or 1),BusVoltage (V),BusCurrent (A),BatteryVoltage (V),BatteryTemperature (°C),BatterySOC (%),SolarVoltage (V),SolarCurrent (A),WheelRPM (RPM),WheelTemperature (°C),CPUUsage (%),CPUTemperature (°C),SignalStrength (dBm),GyroMagnitude (deg/s),Altitude (km),FaultLabel
2026-01-01T00:00:00Z,-1.7041310805801202,0.8284475730284466,-0.008359082240923223,0.1275061472154882,-14.09724467553157,-0.6539604702304411,-16.879502424137968,0.8049296944926198,0.4199913780598558,-1.8778471920517414,-1.8697037642663557,-0.9617339597438911,-1.60945091263153,-0.15999988173823096,-0.4278545699792642,1.0281580607302188,0
2026-01-01T00:05:00Z,-1.5156754955139695,0.8284475730284466,0.20417006840502114,0.28350858868956186,-14.064837634690907,-0.784868336005932,-16.83709917844095,0.7942009394422974,0.4199913780598558,-1.876612467962782,-1.8697037642663557,-0.7221406627098105,-1.4984360691879928,-0.1470311460012432,-0.4125427722535491,1.0281580607302188,0
2026-01-01T00:10:00Z,-1.3268616298678448,0.8284475730284466,-0.06044956034041808,1.037520389147584,-13.837988348806121,-0.6952054142418972,-16.801763140360105,0.7942009394422974,0.9098639403994322,-1.8753777438738226,-1.8329017304989095,-0.4462453509735959,-1.393801389160751,-0.10812493879027628,-0.41849736025799383,1.079494473789642,0
2026-01-01T00:15:00Z,-1.1384060448016942,0.8284475730284466,0.2020864492810461,1.3300249669114712,-14.000023553009523,-0.689825638936055,-16.752292687046918,0.7942009394422974,1.1923129853519805,-1.8741430197848632,-1.7592976629640174,-0.1848708451182354,-1.277044398642548,-0.06921873157931117,-0.39893228538624675,1.0966066114761162,0
2026-01-01T00:20:00Z,-0.9499504597355433,0.8284475730284466,0.2020864492810461,1.6485299515877048,-13.805581307965458,-0.6396144027481959,-16.695755026117567,0.7866908109070719,1.430629367030693,-1.8729082956959038,-1.704094612312848,0.00389963133285868,-1.1794278983732296,0.07343736152756147,-0.3810685213729124,0.9939337853572702,0
2026-01-01T00:25:00Z,-0.7611365940894187,0.8284475730284466,0.2166717831489011,1.629029646403446,-14.291686920575664,-0.836872830629072,-16.66041898803672,0.78561793540204,1.390909970084241,-1.8716735716069444,-1.6304905447779559,0.12006607837968584,-1.100951888352798,0.09937483300153882,-0.40999080596592985,0.9939337853572702,0
2026-01-01T00:30:00Z,-0.572681009023268,0.8284475730284466,0.24375883176065086,1.7070308671404824,-13.578732022080672,-0.62526833526595,-16.62508294995588,0.7866908109070719,1.4482824323402275,-1.870438847517985,-1.5384854603593403,0.27979494306907327,-0.9950411756422971,-0.08218746731630076,-0.4074388396783107,0.9939337853572702,0
2026-01-01T00:35:00Z,-0.384225423957117,0.8284475730284466,0.34585616883566556,1.2910243565429538,-13.578732022080672,-0.9803335054515278,-16.575612496642687,0.7727434293416533,1.412976301721159,-1.8692041234290255,-1.4280793590570016,0.38870098717547363,-0.9025288061060154,-0.017343788631358322,-0.41169211682434265,1.0281580607302188,0
2026-01-01T00:40:00Z,-0.19541155831099263,0.8284475730284466,0.0812365400902115,1.2065230340778301,-13.805581307965458,-0.7561762010414409,-16.526142043329507,0.7620146742913311,1.4659354976497618,-1.8679693993400661,-1.3176732577546626,0.46856541952016684,-0.7857718155878122,-0.06921873157931117,-0.4040362179614851,1.0452701984166932,0
2026-01-01T00:45:00Z,-0.006955973244841873,0.8284475730284466,0.12915977994175623,1.2065230340778301,-13.287068654514558,-0.7400368751239146,-16.490806005248665,0.7620146742913311,1.3688436384473233,-1.8667346752511065,-1.225668173336047,0.5484298518648606,-0.6849652336103477,0.008593682842619025,-0.4040362179614851,0.9768216476707959,0
2026-01-01T00:50:00Z,0.18149961182130914,0.8284475730284466,0.07498568271827152,1.3495252720957311,-13.157440491151819,-0.6180953015248274,-16.448402759551648,0.7609417987862991,1.1481803220781448,-1.865499951162147,-1.115262072033709,0.7008983136138212,-0.580968569924734,-0.10812493879027628,-0.40488687339069146,1.079494473789642,0
