Timestamp (UTC),OrbitPhase (%),Sunlight (0 or 1),BusVoltage (V),BusCurrent (A),BatteryVoltage (V),BatteryTemperature (°C),BatterySOC (%),SolarVoltage (V),SolarCurrent (A),WheelRPM (RPM),WheelTemperature (°C),CPUUsage (%),CPUTemperature (°C),SignalStrength (dBm),GyroMagnitude (deg/s),Altitude (km),FaultLabel
2026-01-01T00:00:00Z,-1.6429524782553515,0.7681241485827963,-1.2761432440873577,0.5384287459774462,-15.870582631525957,-0.522042628552401,-20.619663072167377,0.7587020223122172,0.31405369208976763,-2.234913136071213,-2.1997362572020642,-2.024015970930989,-2.5270364130696903,-0.5776964451059502,-0.20375619595840774,1.0142721301159507,0
2026-01-01T00:05:00Z,-1.4604939938875006,0.7681241485827963,-0.5575802369583611,0.7430319763537216,-15.83466343920166,-0.701737154339828,-20.568622677169238,0.7482255101226979,0.31405369208976763,-2.2334044934500237,-2.1997362572020642,-1.4283103293489139,-2.32411353362606,-0.5613291825210878,-0.1438466003052319,1.0142721301159507,0
2026-01-01T00:10:00Z,-1.2776886302718018,0.7681241485827963,-1.4522616281875975,1.7319475898390524,-15.583229092931425,-0.5786587120196726,-20.52608901467079,0.7482255101226979,0.7885063867227158,-2.2318958508288347,-2.1503090322220624,-0.7423462572240987,-2.132852888633213,-0.5122273947664959,-0.16714477639257802,1.0638655655624851,0
2026-01-01T00:15:00Z,-1.0952301459039508,0.7681241485827963,-0.5646249723223548,2.115578646794568,-15.762825054553003,-0.571274005480463,-20.466541887172955,0.7482255101226979,1.0620646971417127,-2.2303872082076452,-2.051454582262059,-0.09248555731638097,-1.9194339981838766,-0.46312560701190647,-0.09059362639129777,1.08039671071133,0
2026-01-01T00:20:00Z,-0.9127716615360999,0.7681241485827963,-0.5646249723223548,2.5333102421461304,-15.547309900607129,-0.5023500777811766,-20.39848802717544,0.7408919515900345,1.2928795215577416,-2.228878565586456,-1.9773137447920566,0.37685828150586065,-1.7410018110868892,-0.28308571857841075,-0.02069909812925924,0.981209839818261,0
2026-01-01T00:25:00Z,-0.7299662979204014,0.7681241485827963,-0.5153118247742996,2.5077348383490965,-16.086097785471864,-0.7731226508855179,-20.355954364676993,0.7398443003710827,1.25441038415507,-2.2273699229652664,-1.8784592948320533,0.6656852592426248,-1.5975563273422533,-0.2503511934086836,-0.13386166769636923,0.981209839818261,0
2026-01-01T00:30:00Z,-0.5475078135525504,0.7681241485827963,-0.4237302650421328,2.6100364535372336,-15.295875554336895,-0.48265752700995124,-20.313420702178547,0.7408919515900345,1.3099769159589287,-2.225861280344077,-1.754891232382049,1.0628223536306758,-1.4039632354592497,-0.4794928695967712,-0.12387673508750657,0.981209839818261,0
2026-01-01T00:35:00Z,-0.3650493291846993,0.7681241485827963,-0.0785382322056467,2.0644278392005004,-15.295875554336895,-0.9700481585977668,-20.25387357468071,0.7272724857436597,1.2757821271565541,-2.2243526377228875,-1.6066095574420431,1.3335976452588918,-1.2348608359228894,-0.39765655667245453,-0.14051828943561098,1.0142721301159507,0
2026-01-01T00:40:00Z,-0.18224396556900085,0.7681241485827963,-0.9732196234349332,1.9536010894133504,-15.547309900607129,-0.6623520527973782,-20.19432644718289,0.7167959735541404,1.3270743103601161,-2.2228439951016985,-1.4583278825020374,1.532166192452916,-1.021441945473553,-0.46312560701190647,-0.11056349160902303,1.0308032752647955,0
2026-01-01T00:45:00Z,0.00021451879885006,0.7681241485827963,-0.8111907100626805,1.9536010894133504,-14.972602823418068,-0.6401979331797503,-20.151792784684442,0.7167959735541404,1.233038641153586,-2.221335352480509,-1.334759820052033,1.7307347396469415,-0.8371786411511766,-0.3649220315027274,-0.11056349160902303,0.9646786946694162,0
2026-01-01T00:50:00Z,0.1826730031667012,0.7681241485827963,-0.9943538295269639,2.1411540505916036,-14.828926054120787,-0.472811251624339,-20.100752389686303,0.7157483223351887,1.0193212111387446,-2.2198267098593196,-1.186478145112028,2.1098201479264445,-0.6470842196034053,-0.5122273947664959,-0.11389180247864392,1.0638655655624851,0
2026-01-01T00:55:00Z,0.3651314875345521,0.7681241485827963,-0.8464143868827485,2.251980800378752,-15.726905862228707,-0.5638892989412543,-20.066725459687536,0.7105100662404291,0.7286655063185603,-2.21831806723813,-1.0381964701720225,2.3625437534461127,-0.4523249042753233,-0.3649220315027274,-0.12054842421788568,1.0969278558601747,0
2026-01-01T01:00:00Z,0.5479368511502506,0.7681241485827963,-0.30396976385399177,2.1667294543886375,-15.403633131309848,-0.7731226508855179,-20.02419179718909,0.7126053686783329,0.027672335869880098,-2.2168094246169407,-0.914628407722018,2.4528021839888514,-0.28905362196435486,-0.3485547689178627,-0.14051828943561098,0.981209839818261,0
2026-01-01T01:05:00Z,0.7303953355181018,-1.3018728832377149,-1.3184116562714194,2.1411540505916036,-15.439552323634176,-2.680838506847927,-20.066725459687536,0.7220342296489001,-0.8271973841894856,-2.2153007819957518,-0.7910603452720135,2.525008928423042,-0.12928100998862163,-0.2994529811632732,-0.1172201133482648,1.08039671071133,0
