Timestamp,Prediction,Confidence,HealthScore,Alert,OrbitPhase,BusVoltage,BatterySOC,BatteryTemp,WheelRPM,CPUUsage,SignalStrength
2026-01-01T00:00:00Z,Power Anomaly,95.39,80,WARNING,-1.6429524782553515,-1.2761432440873577,-20.619663072167377,-0.522042628552401,-2.234913136071213,-2.024015970930989,-0.5776964451059502
2026-01-01T00:05:00Z,Thermal Fault,65.71,65,CRITICAL,-1.4604939938875006,-0.5575802369583611,-20.56862267716924,-0.701737154339828,-2.233404493450024,-1.428310329348914,-0.5613291825210878
2026-01-01T00:10:00Z,Power Anomaly,97.31,80,WARNING,-1.2776886302718018,-1.4522616281875975,-20.52608901467079,-0.5786587120196726,-2.2318958508288347,-0.7423462572240987,-0.5122273947664959
2026-01-01T00:15:00Z,Thermal Fault,43.02,65,CRITICAL,-1.0952301459039508,-0.5646249723223548,-20.466541887172955,-0.571274005480463,-2.230387208207645,-0.0924855573163809,-0.4631256070119064
2026-01-01T00:20:00Z,Normal,47.69,100,NORMAL,-0.9127716615361,-0.5646249723223548,-20.39848802717544,-0.5023500777811766,-2.228878565586456,0.3768582815058606,-0.2830857185784107
2026-01-01T00:25:00Z,Normal,58.82,100,NORMAL,-0.7299662979204014,-0.5153118247742996,-20.355954364676997,-0.7731226508855179,-2.2273699229652664,0.6656852592426248,-0.2503511934086836
2026-01-01T00:30:00Z,Thermal Fault,41.2,65,CRITICAL,-0.5475078135525504,-0.4237302650421328,-20.313420702178547,-0.4826575270099512,-2.225861280344077,1.0628223536306758,-0.4794928695967712
2026-01-01T00:35:00Z,Sensor Fault,82.98,85,WARNING,-0.3650493291846993,-0.0785382322056467,-20.25387357468071,-0.9700481585977668,-2.2243526377228875,1.3335976452588918,-0.3976565566724545
2026-01-01T00:40:00Z,Sensor Fault,31.98,85,WARNING,-0.1822439655690008,-0.9732196234349332,-20.19432644718289,-0.6623520527973782,-2.2228439951016985,1.532166192452916,-0.4631256070119064
2026-01-01T00:45:00Z,Communication Fault,35.54,60,WARNING,0.00021451879885,-0.8111907100626805,-20.15179278468444,-0.6401979331797503,-2.221335352480509,1.7307347396469417,-0.3649220315027274
2026-01-01T00:50:00Z,Power Anomaly,97.6,80,WARNING,0.1826730031667012,-0.994353829526964,-20.100752389686303,-0.472811251624339,-2.21982670985932,2.1098201479264445,-0.5122273947664959
2026-01-01T00:55:00Z,Communication Fault,52.03,60,WARNING,0.3651314875345521,-0.8464143868827485,-20.066725459687536,-0.5638892989412543,-2.21831806723813,2.3625437534461127,-0.3649220315027274
2026-01-01T01:00:00Z,Communication Fault,54.11,60,WARNING,0.5479368511502506,-0.3039697638539917,-20.02419179718909,-0.7731226508855179,-2.2168094246169407,2.4528021839888514,-0.3485547689178627
2026-01-01T01:05:00Z,Power Anomaly,98.73,80,WARNING,0.7303953355181018,-1.3184116562714194,-20.066725459687536,-2.680838506847927,-2.215300781995752,2.525008928423042,-0.2994529811632732
2026-01-01T01:10:00Z,Power Anomaly,98.69,80,WARNING,0.9128538198859528,-1.1493380075351731,-20.14328605218475,-2.5085286875997097,-2.2137921393745623,2.54306061453159,2.450247133093766
2026-01-01T01:15:00Z,Communication Fault,60.83,60,WARNING,1.0956591835016514,-0.3673723821300841,-20.211339912182265,-2.550375357988562,-2.212283496753373,2.54306061453159,2.9739995358093925
2026-01-01T01:20:00Z,Communication Fault,60.25,60,WARNING,1.278117667869502,-0.4941776186822688,-20.262380307180404,-2.6242224233806564,-2.2107748541321834,2.5611123006401377,1.0426625507955205
2026-01-01T01:25:00Z,Communication Fault,69.06,60,WARNING,1.460576152237353,-0.9802643587989268,-20.32192743467824,-2.6119145791486407,-2.209266211510994,2.5972156728572338,-0.2012494056540941
2026-01-01T01:30:00Z,Communication Fault,88.03,60,WARNING,1.6433815158530516,-0.5505355015943175,-20.364461097176687,-2.43714319105402,-2.207757568889805,2.163975206252087,-0.1848821430692294
2026-01-01T01:35:00Z,Communication Fault,55.22,60,WARNING,-1.6429524782553515,-0.733698621058601,-20.330434167177923,-0.6475826397189599,-2.206248926268616,1.6946313674298468,-0.0703113049751879
2026-01-01T01:40:00Z,Thermal Fault,55.85,65,CRITICAL,-1.4604939938875006,-0.3251039699460225,-20.304913969678854,-0.5835818497124787,-2.204740283647426,1.207235842499057,-0.2830857185784107
2026-01-01T01:45:00Z,Communication Fault,70.24,60,WARNING,-1.2776886302718018,-0.8252801807907177,-20.24536684218103,-0.2488084866016561,-2.2032316410262367,1.4780111341272733,-0.3321875063330002
